Indicator ID,Challenge Area,Challenge Sub-Area,Challenge Component,Dataset,Dataset Link,Data Producer,Year,Value Max,Indicator Title,Indicator Question,Region,Country Name,Benchmark ID,Country Code,Response Num,Response Text,Source Text,Response Notes
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Americas,Argentina,ac_ei_01,ARG,1,Partial,Mostly met,"The Secretariat's assessment is that Argentina has mostly met Requirement 2.2. For mining, the 2019 EITI Report states that all licensing activity is undertaken at the subnational level and regulated by Provincial Governments. The MSG has argued in EITI reporting to date that Requirement 2.2 is not applicable in the mining sector given that Phase I of Argentina's adapted implementation, although it does not appear to have yet reviewed publicly-available information on mining licensing procedures and practices of any of the Provincial Governments, despite provisions in the adapted implementation requiring it to do so. In its comments on the draft assessment, the MSG noted that information on the legal framework at both the national and provincial levels is available on the Federal Mining Information System (SIFIM) website, providing relevant links. The MSG’s comments highlight an ongoing survey by the Secretariat of Mining (Project PNUD 017/012) of provincial legal frameworks to map licensing and license management procedures in each of the 23 provinces.
With regards to (offshore) oil and gas activities regulated by the Federal Government, EITI reporting provides information on the award of permits and concessions. The 2019 EITI Report indicates that 18 exploration permits were awarded during the period in review through the Round 1 bidding that concluded in early 2019. A link to the list of bidders for each of the licenses awarded in Round 1 is disclosed online and referenced in EITI reporting. The EITI Report briefly describes the two permits and concessions that were transferred during the reporting period. While Argentina's EITI reporting has described the statutory procedure for awarding permits and concessions in the oil and gas sector, including technical and financial criteria, it has not confirmed whether the transfer of concessions and permits (or participating interests therein) are subject to the same procedures, including the same technical and financial criteria, as those pertaining to the award process. There is no evidence that the MSG has undertaken a review of non-trivial deviations from statutory procedures in permit and concession awards and transfers, nor provided any commentary on the efficiency of licensing and contracting procedures. Industry and government stakeholders confirmed that the technical and financial criteria used during the transfer of permits and concessions are the same used during the award process, although it remains unclear where this is publicly codified."
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Europe,Albania,ac_ei_01,ALB,1,Partial,Mostly met,"The Secretariat’s assessment is that Albania has mostly met the objective of providing a public overview of awards and transfers of oil, gas and mining licenses, the statutory procedures for license awards and transfers and whether these procedures are followed in practice. Progress has especially been made towards the corrective action from the previous validation with regards to describing the process for transferring or awarding licenses in the mining sector including the specific technical and financial criteria. Where licenses were awarded through a bidding process during the year under review in the mining sector, the government has also disclosed information on the list of applicants (including non-winning applicants) in accordance with Requirement 2.2 (c). This is despite perceived legal barriers to disclosure of non-winning bidders as documented by the IA. Albeiti, however, has not yet provided documentation of how the MSG assessed whether there are any non-trivial deviations in the allocation or transfer of licenses in the mining sector in accordance with requirement 2.2 (a) (iv), especially considering that the EITI Report was “not able to conduct an assessment”. No license allocations or transfers were made in the oil and gas sector in the year under review, also confirmed through MSG comments on the draft Validation report."
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Europe,Armenia,ac_ei_01,ARM,2,Yes,Fully met,"The International Secretariat’s assessment is that Requirement 2.2 is fully met, as in the previous Validation. The objective of this requirement is to provide a public overview of awards and transfers of oil, gas and mining licenses, the statutory procedures for license awards and transfers and whether these procedures are followed in practice. This can allow stakeholders to identify and address possible weaknesses in the license allocation process. Based on documentation and stakeholder consultations, the Secretariat’s assessment is that the objective has been fully met.
The process for awarding permits is clearly laid out in the Subsoil Code and in the EITI Reports covering the periods 2016-2017 and 2018. Any changes to the process can be found in the 2019 and 2020-2021 EITI Reports. This covers two types of permits, for exploration, referred to as geological studies, and production, referred to as mineral extraction. There are no provisions for permit awards through competitive bidding, either statutorily or in practice. The bearer of the right for conducting exploration activities has a priority for receiving the right for mining exploitation. In case of absence of a person with such right, the person first submitting the application receives the permit. There are no mentions of changes in this process in the 2020-2021 EITI Report.
The technical and financial criteria are systematically disclosed in the Armenian Legal Information System under Decision N 367-N promulgated by the Prime Minister. This is also laid out in the 2016-2017 EITI Report. As mentioned above, in case two or more persons have submitted an application with regard to the same subsoil area, the priority is given to the applicant the application of which was registered first, or whoever held the exploration rights. In case the documents provided by the applicant are deficient, or the provided study project, as well as information on financial and technical capacities and resources of the applicant, does not meet the requirements stipulated by the legislation, the MTAI, within a 10-day period, informs the applicant about it. The applicant, within 10 days after receiving the notification, has to address the gaps identified. In case the mentioned gaps are not eliminated within the defined period, the authorised body refuses the application on this basis. 
The process for transferring permits is laid out in the Subsoil Code. The 2016-2017 EITI Report also comments on the practices, rules and relevant government entities regulating transfer of subsoil use rights. The 2020-2021 EITI Report highlights changes to the procedure of transfer of subsoil use rights. Transfers are done by means of transferring ownership or participating interest; the framework does not allow transfers from one company to another. However, the rules and implications of changes in ownership and control of mining permit-holders could be further elaborated.
No permits for metallic mineral exploration or exploitation were awarded or transferred during the period under review, and therefore there are no mentions of deviations in the latest EITI Report. Consultations with government representatives confirmed this. EITI Armenia also confirmed that the EITI process does not cover the non-metallic sector and that the MSG did not specifically review licensing rules and practices related to the non-metallic mining sector given the low materiality of payments from this sub-sector. The MTAI stated that there were seven denied permits during 2020-2021, five rejected permits for exploration and two for extraction. These rejections related to not meeting the technical or financial criteria defined by the law, such as insufficient financial means or not meeting the timeframe stipulated to provide more information, among others.
Representatives of all constituencies confirmed that they have a common understanding of financial and technical criteria for exploration and production permit applications and the award process. Consultations with civil society stakeholders confirmed the change in process for engaging the public in the permit allocation stage in the recent amendments to the environmental law. Stakeholders stated that the amendments restrict the number of hearings from four to two in the initial stage of permit/contract allocation, and one of these is held before the information package is shared with the public. Government representatives confirmed that the changes were meant to increase efficiency and avoid redundancies, as hearings were usually duplicative and required substantial efforts with scarce impact. Civil society stakeholders also raised concerns about the permit allocation decisions, stating that there was no public engagement in the decision-making process. They referred to a case where a company, Mego Gold LLC, was granted a permit years after not operating in a responsible manner and being declared bankrupt. 
While the International Secretariat notes that Armenia EITI has not yet expanded the scope of its EITI implementation to cover the non-metallic mining sector given the low materiality of the value of payments to government from this sub-sector, it does not consider the lack of coverage of non-metallic mining license awards and transfers to constitute a material gap in Armenia’s EITI implementation of Requirement 2.2 given the low materiality of payments from this sector and the fact that non-metallic mining licenses and contracts appear to be comprehensively disclosed (see Requirement 2.4). "
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Africa and the Middle East,Burkina Faso,ac_ei_01,BFA,1,Partial,Mostly met,"The Secretariat’s assessment is that Requirement 2.2 is mostly met, which represents backsliding compared to the previous Validation. While the descriptions of procedures and licence types are comprehensive in the 2020 EITI Report, the EITI's review of material deviations from the applicable legal and regularly framework builds on the work on statutory audit institutions but has not yet been expanded to cover all types of extractive licenses both awarded and transferred in the period under review. More recent audit findings point to underlying governance issues that could be addressed by EITI implementation, given extensive non-trivial deviations from statutory procedures in the awards of gold exploration licenses in particular.  

The 2020 EITI Report notes that formal licence allocations and transfers are governed by the Mining Code and by Decree 2017/036 of 26 January 2017 on licence allocation. Mining licences in Burkina Faso are awarded on a first come first serve basis by the DGMG. The MSG comments on the draft Validation report clarify that the award of mining licenses can be based on either a Decree agreed by the Council of Ministers or by order (arrêté) of the Minister of Mines. ANEEMAS also signs agreements with artisanal miners, although the MSG comments on the draft Validation report clarify that these agreements with ANEEMAS relate to management conventions to better oversee artisanal miners, rather than authorisations for artisanal mining activities. The 2020 EITI Report notes that 151 licences were allocated in 2020.78 All licenses awarded in 2020 are listed in Annex 18 of the 2020 EITI Report. The 2020 EITI Report notes that two production licenses, two industrial exploration permits, and one quarrying license were transferred or withdrawn.  

On technical and financial criteria, the EITI Report lists the minimum statutory documents required for awards of exploration permits, industrial small and large-scale mining permits, semi-mechanical artisanal permits, quarrying permits and in the case of competitive bidding. It is noted that exploration permits are subject to verification of the number of exploration licenses held by the applicant, with a maximum of three licenses for natural persons and seven licenses for legal entities. The 2020 report notes that other than the payment of taxes and administrative fees, no precise technical or financial criteria are considered when approving license awards and transfers in Burkina Faso. This was confirmed by several stakeholders during consultations. In its comments on the draft Validation report, the MSG confirms that the only technical and financial criteria that are statutorily defined are those in the technical mining license award guide published on the EITI-BF website. The National Mines Commission, which is in principle responsible for examining applications and giving technical advice, does not publish its work or any summary of the analyses of the feasibility studies (financial, technical, project analysis) submitted to them for license applications, as only reports on environmental impact studies are made available to the public. The MSG’s comments on the draft Validation report argue that the EITI Standard does not require the publication of the National Mines Commission’s work. Rather, the National Mines Commission’s work is described as an intermediary step, which leads to the award of mining licenses that are then publicly disclosed once awarded.  

On transfers, there are no details in the EITI Reports on the companies that transferred licences or the names of the companies to whom each licence was transferred. The names of the transferees are indicated on the open data portal79 for 2021, but not for the year under review. In the online cadastre, under the tab “Transactions” it is possible to filter by type “transfer” and status “application granted”, but the information shown does not display the companies involved in the transaction. However, during the period for MSG comments on the draft Validation report in July 2023, the EITI-BF website published a list of mining licenses that were transferred in the period 2020-2023, including the license name and names of companies transferring and receiving each license.  

On renewals, while the report lists 91 renewals, the online cadastre lists 71, an apparent inconsistency. However, the MSG’s comments on the draft Validation report argue that such comparisons are not based on correct information, given that the dates of actual license renewals and transfers are not publicly accessible from the online cadastral portal, which only provides the dates at which such renewals and transfers are requested (not the final renewal or transfer decision date). Thus, the MSG comments confirm that the number of 91 renewals quoted in the EITI Report is correct. The draft Validation report also highlighted news reports regarding the transfers of mining licenses to the Turkish company Afro Turk for the manganese site Tambao and the gold mine Inata, which were not documented in the cadastre.80 However, the MSG’s comments on the draft Validation report explain that the March 2023 decision by the Council of Ministers consisted of an agreement to the transfer of these mining assets, but that the subsequent license award process was only concluded in late June 2023, after which the two license awards were duly recorded in the mining cadastre.  

The 2020 EITI Report, as well as an audit report by the Supreme Audit Institution81 on gold exploration licenses and a Technical General Inspectorate report82, note several deviations from the statutory procedures for the awards, transfers and renewal of licenses. It is to note that the sample reviewed in the EITI Report did not cover licence renewals (91 renewals vs 128 awards). The deviations listed relate to delays in the processing of applications, overlaps in licenses awarded, the lack of monitoring of the mining activities and the partial collection of revenues from these activities. These shortcomings are often noted as a consequence of the high volume of licence applications, renewals and transfers in the country coupled with inadequate financial and human resources at the Ministry and its cadastre department. It is not clear how beneficial owners of companies could be assessed in the current set-up (see Requirement 2.5). The MSG’s comments on the draft Validation report argue strongly that the publication of the results of the review of licensing practices related to gold exploration licenses was sufficient to meet EITI Requirement 2.2.a.iv on the assessment of non-trivial deviations from statutory procedures in licensing practices.  

Consulted stakeholders did not express any concerns over any governance challenges in licencing practices, other than some industry stakeholders’ concerns over the perception of the administrative process for awarding licenses being excessively time-consuming. The Independent Administrator noted several weaknesses regarding the efficiency of the system of granting these permits, namely a lack of criteria on the technical and financial capacity of the applicant to meet the expected expenditure to implement the work plan and achieve the desired results of the activity in question, and the mass granting of research permits against a limited granting of production licenses. Nonetheless, the MSG’s comments on the draft Validation report argue strongly that EITI reporting has provided a sufficient review of non-trivial deviations from statutory licensing procedures in practice. The Secretariat welcomes the publication of the SAI’s audit report on gold exploration licensing practices, but highlights the need for the EITI reporting process to provide an assessment of non-trivial deviations in the awards and transfers of all types of extractive licenses in the period under review. While the EITI process building on the statutory controls by audit authorities is welcomed as an example of good practice, the review of licensing practices should be broadened to cover all types of extractive licenses awarded and transferred in the period under review by each EITI reporting cycle.  

The above-mentioned reports carry important information on the weaknesses of licence allocations and transfers. Given that the 2017-036 decree is currently under review, there is scope for the EITI to seize this opportunity to strengthen the licence allocation system which can be administered by the resources available. EITI-BF may consider with stakeholders how the checking of legal and beneficial owners of licence applicants can be integrated to the administrative workflow, given that currently there are no plans to make beneficial ownership data accessible digitally (through a database) (see Requirement 2.5). The MSG’s comments on the draft Validation report reject the reference to beneficial ownership disclosures in relation to the license allocation process, arguing that the assessment of beneficial ownership disclosures should be confined to the assessment of Requirement 2.5. 

On contract awards, the 2020 EITI Report lists the conditions for the signature of a contract and provides a list of active contracts. None was concluded in 2020. It is not clear if any of the terms of the contracts were altered in the period under review (see Requirement 2.4). The MSG’s comments on the draft Validation report strongly reject the allegation of opacity in the management of mining contracts in Burkina Faso, arguing that there were no amendments to mining contracts in 2020.  "
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Americas,Colombia,ac_ei_01,COL,1,Partial,Mostly met,"The Secretariat's assessment is that Requirement 2.2 is mostly met. While information on stakeholders’ perception that there were no non-trivial deviations from statutory procedures in license awards and transfers in 2020 was confirmed in the period reviewed in the previous Validation, the results of the MSG’s diagnostic of licensing practices was not covered in the 2020 EITI Report or in other publicly accessible documents. The objective of this requirement is to provide a public overview of awards and transfers of oil, gas and mining licenses, the statutory procedures for license awards and transfers and whether these procedures are followed in practice. Across the board, stakeholders voiced their satisfaction with the level of transparency in contract and license awards but were less clear where to find publicly accessible information on license transfers in mining and oil and gas. In their comments on the draft Validation report, civil society recommended that there be an annual review of licensing practices and of public consultations carried out as part of the licensing process. The EITI Colombia Secretariat’s comments on the draft assessment argued that the 2021 report and a contracts booklet (‘tableros') provided information on technical and financial criteria assessed in the transfer of mining and hydrocarbons licenses, as well as information on any deviation from statutory licensing procedures. However, while the additional documents clarify the technical and financial criteria assessed for government approvals of license transfers, they did not provide evidence of the MSG’s diagnostic of non-trivial deviations in extractive licensing in 2020 compared to statutory procedures. Thus, the Secretariat considers that the objective remains mostly met pending the completion of EITI Colombia’s annual diagnostic of extractive licensing practices.  

Colombia systematically discloses information on the award of mining licenses, though there were no new awards in the period under review. No information is provided to inform the public of transfers of mining licenses, including for the period under review. In oil and gas, government websites mirror information found in the 2020 EITI Report that shows that four oil and gas licenses were awarded in 2020, which is confirmed by third party sources. Like in mining, there is no information on potential transfers of licenses or participating interests in oil and gas licenses and contracts in the period under review. While technical and financial criteria are defined for the award of mining and oil and gas licenses, it is not clear from public sources whether the same criteria would apply in mining and oil and gas license transfers. It is not clear whether any weightings are applied to technical and financial criteria that value some over others. The EITI Colombia Secretariat’s comments on the draft assessment noted that the technical and financial criteria assessed in mining and hydrocarbons license transfers were contained in the 2021 report and the contracts booklet. Mining licenses can be awarded in three ways, either through “first in, first assessed”, direct negotiations or bid rounds. Stakeholders confirmed that there were no new mining licenses awarded in FY 2020. For oil and gas licenses, bid rounds or direct award by ANH are possible. Government stakeholders confirmed that the four hydrocarbon licenses awarded in 2020 were awarded through bidding rounds. Full lists are provided for both the winners of bidding rounds and unsuccessful bidders.  

The 2020 EITI Report does not provide evidence of a review of non-trivial deviations from statutory procedures in license awards and transfers in mining or in oil and gas. While the MSG’s comments on the draft Validation report argued that the findings of the MSG’s review of non-trivial deviations was contained in the 2021 report, the Secretariat could not find evidence of such a diagnostic in the additional documents cited in the MSG’s comments. Some mining industry stakeholders were of the opinion that the process for awarding contracts and licenses was too bureaucratic and time-consuming while oil and gas industry stakeholders noted that bid rounds had resumed after the COVID-19 pandemic delayed the introduction of new bid rounds. "
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Africa and the Middle East,Cote d'Ivoire,ac_ei_01,CIV,2,Yes,Fully met,"The Secretariat’s assessment is that Requirement 2.2 is fully met, which is an improvement since the last Validation in the country. Stakeholder consultations have clarified the procedures in the oil and gas sector, and through the thematic study on contract and license awards published in 2023, Côte d’Ivoire has fulfilled the objective of allowing stakeholders to identify and address possible weaknesses in the license allocation process.
The 2019 EITI Report lists the 42 mining licenses awarded in 2019 and 4 new blocks awarded in the oil and gas sector. Government agencies consulted by the IA stated that only one transfer of a mining license took place in the year under review. However, another mining license seems to have been transferred in 2019 to the company Newcrest, as noted by the IA.  None of the license awards in 2019 were conducted through competitive tender, whether for oil and gas or for mining. For oil and gas, the report does not appear to describe any technical or financial criteria for awards of oil and gas blocks, aside from referring to the assessment of applicants’ technical and financial capacities and referring to the fact that the same criteria are assessed for transfers as for awards The report only refers to the need for applicants to demonstrate past experience as an operator in zones with similar conditions without further detailing the specific technical and financial criteria assessed. Stakeholders consulted considered this situation as a result of the past and present situation of the oil and gas sector in the country, when only few international oil companies apply for blocks, directly negotiating with the State. For mining, the 2019 EITI Report describes the specific technical and financial criteria for awarding the seven different types of mining licenses and confirms that the same criteria apply for mining license transfers as for awards.
The 2019 EITI Report’s note that the MSG’s diagnostic report on mining and oil and gas license awards consisted in a letter sent to the regulatory agencies, respectively DGMG and DGH who confirmed the lack of non-trivial deviations from statutory procedures. Côte d’Ivoire EITI Reporting does not reference any additional commentary by the MSG on the efficiency of the current mining and petroleum licensing systems. However, a thematic study has been conducted and published  in February 2023. Using a risk-based approach, it reviewed the practice of awards and transfers in both sectors, allowing for high-level discussions with stakeholders. The verification of the procedures used for the granting and transfer of concessions, contracts, licenses, permits and other rights of exploitation and exploration rights in the mining, oil and gas sector revealed the existence of certain shortcomings related to compliance with regulations and best practices, in particular the lack of documentation required in the award in the oil and mining permits. The study's findings and recommendations were commented on by the entities concerned and discussed by the MSG and non-EITI stakeholders . The implementation of the corrective actions has been integrated to the work plan, and the MSG has expressed the wish to reproduce this exercise in future EITI reports."
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Americas,Dominican Republic,ac_ei_01,DOM,2,Yes,Fully met,"The Secretariat's assessment is that Requirement 2.2 is fully met. It should be 
noted that there were no licensing activities in oil and gas in the period reviewed 
in the previous Validation. 
The objective of this requirement is to provide a public overview of awards and 
transfers of oil, gas and mining licenses, the statutory procedures for license 
awards and transfers and whether these procedures are followed in practice. 
This can allow stakeholders to identify and address possible weaknesses in the 
license allocation process. Based on available documentation and stakeholder 
consultations, the Secretariat’s assessment is that the objective has been 
fulfilled. Consulted government stakeholders agreed that the objective was 
fulfilled. Disclosures related to the award and transfer of oil, gas and mining 
licenses are comprehensive and technical and financial criteria used in the 
award and transfer process are clearly defined and EITI-DR confirmed that there 
were no deviations from statutory procedure in the award and transfer of licenses 
in the period under review. 
It does appear that the recommendation from the previous Validation to more 
clearly document technical and financial criteria in the award of mining licenses 
has been accomplished. The Dominican Republic systematically discloses 
information on the award and transfer of mining licenses and uses EITI reporting 
to summarise this information and act as a central location for links to various 
government websites where this information is systematically disclosed. Award is 
executed through a first-come, first-served process for most mining areas. In 2020, nine mining licenses were awarded and one mining license was 
transferred. Areas considered to be of importance, so-called ‘fiscal reserves,’ are 
governed by a contractual system where contracts can be awarded using bid 
rounds, though there were no awards in fiscal reserves in the period under 
review. Technical and financial criteria are disclosed for the award and transfer of
mining licenses.
In oil and gas, bid rounds are used to award licenses and the bid round that 
began in 2019 resulted in the award of one oil and gas exploration license. The 
Terms of Reference associated with the 2019 bid round are publicly available 
and contain the bid criteria required to be considered. While there are
documents that should list applicants, these documents only list Apache 
Corporation (the winning applicant). Government stakeholders explained during 
consultations that Apache was the only company that met the pre-application 
standards and was therefore the only company eligible to bid on the license. The 
list of companies that expressed interest but were not eligible to bid is not 
publicly accessible but this does not constitute a gap in Requirement 2.2 given 
that these companies did not meet the pre-application standards to submit bids 
in the 2019 bid round. These stakeholders added that there is not significant 
interest from multinational oil companies in Dominican deposits but that they 
hoped this would change.
During stakeholder consultations and in its response to the draft assessment, 
the MSG confirmed that there were no non-trivial deviations in mining, oil and gas 
license awards and transfers. There is no comment on the efficiency and 
effectiveness of the licensing and contracting systems in the EITI Report, 
although this is only an encouraged aspect of Requirement 2.2.d."
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Americas,Ecuador,ac_ei_01,ECU,1,Partial,Mostly met,"The International Secretariat’s assessment is that Requirement 2.2 is mostly met. The objective falls short of being fully met because of gaps in the disclosures of mining license transfers in the period under review (2021) and a lack of information on technical and financial criteria used in mining bid rounds. While bid rounds in the oil and gas sector are published, not all bidders and applicants are listed. Stakeholders did not express particular views on the objective of providing a public overview of awards and transfers of oil, gas and mining licenses, the statutory procedures for license awards and transfers and whether these are followed in practice. The Secretariat considers this objective to be mostly fulfilled.  

EITI reporting explains that the process for allocating mining licenses and contracts and hydrocarbon contracts is governed by the Ministry of Energy and Mines, with the Mining Law and Hydrocarbon Law describing the legal and administrative processes for application. In mining, the 2020-2022 EITI Report and the Mining Law describe the different processes for awarding mining licenses, depending on the size of the allotment. Direct negotiation and competitive bidding are used to award mining licenses of all sizes but was not clear from a review of documents if there are technical and financial criteria used in the awards process outside of the bidder proving economic solvency. Guidelines outlining when direct negotiation or competitive bidding is to be used were not found and but in their comments to the draft Validation Report, the Ecuador MSG explained that guidelines on when to use one process over another depends on the size of the concession and whether existing exploration licenses apply to the concession area. In terms of size, small-scale concessions contain exploration and production privileges, whereas medium and large-scale concessions have distinct exploration and production contracting phases. Where a company does not already hold exploration privileges, a bid round is held. Where these exploration privileges already exist, priority is given to the company that conducted exploration activities and direct negotiation is used. During consultations, the IA noted that it was not clear the extent to which technical and financial criteria were used in the award of mining licenses through direct negotiation. While bid criteria for specific competitive bid rounds in the mining sector are publicly available, the list of applicants, outside of the winning bidder, is not disclosed. While EITI documentation did not specify whether mining license transfers are allowed – or the technical and financial criteria associated with them – consultations with government stakeholders clarified that the transfer of mining licenses is permitted for mining concessions, including those involving ENAMI. It is not clear if there were mining license awards or transfers that took place in 2021. More recently, SolGold was awarded a groundbreaking exploitation contract, principally for the production of copper and gold. SolGold held the exploration concession for the deposit and conducted viability studies of the area. In the MSG’s comments to the draft Validation report, they explained that the granting of the exploitation contract to SolGold was to ensure the lasting commitment of both the company and the government to the production phase of this project. International development partners consulted indicated that there were no mining rights granted in 2021 but that there were transfers. Consulted subnational government representatives that form part of the Association of Municipalities of Ecuador added to the information provided by international development partners, noting petitions for mining concessions made through the mining cadastre, the technological platform through which the State grants new mining concessions, have not been adjudicated in a timely manner, resulting in an increase in illegal mining. This linkage between an increase in illegal mining due to the lack of newly awarded mining concessions was also echoed by mining industry stakeholders during the Validation mission. Consulted members of academia posited that while there has been much work to standardise and formalise contract and license allocation processes, this information is not well understood by the public and consulted government stakeholders stressed the importance of formalising mining operations operating without legal backing. There is no evidence that the MSG or IA assessed the mining license award and transfer practices to determine whether there were non-trivial deviations from standard procedure. 

In oil and gas, the 2020-2022 EITI Report and the Hydrocarbon Law describe the scenarios by which oil and gas contracts are awarded through competitive bidding, and in exceptional cases, direct negotiation. Direct negotiation is employed when a foreign state-owned enterprise, or one of its subsidiaries, is to be awarded a hydrocarbon contract. While not a state-owned enterprise, the Gunvor bribery case involving EP Petroecuador where Gunvor used bribes to forego competitive bidding processes when obtaining oil-backed loan contracts illustrates possible risks associated with direct negotiation processes. Instances where EP Petroecuador and foreign state-owned enterprises engage in extractive contracts should be monitored closely by Ecuador MSG. Each bid round is published on the EP Petroecuador website and contains technical and financial criteria with which companies must comply to remain a viable applicant. Information on the applicants of bid rounds does not appear to be publicly accessible, though information on recipients is disclosed. Oil and gas contract transfers are permitted in Ecuador and the technical and financial criteria are described. However, the number of transfers in 2021 is not clear. Additionally, under the Lasso administration, international oil companies were given an opportunity, which is ongoing, to modify existing service-provision contracts to production-sharing contracts. While the MSG indicates in the Transparency template that there were no non-trivial deviations in the award and transfer of contracts, the methodology used to arrive at this conclusion is not provided.  

While information on various bid rounds is published on the EP Petroecuador website, these rounds could be better organized to ease public navigation of complex documents. More broadly, the MSG should assess gaps in publicly available information required and encouraged in Requirement 2.2 and document and explain barriers preventing comprehensive disclosure, with an account of government plans to overcome these barriers and the anticipated timescale for achieving them. Commentary on the efficiency and effectiveness of systems used in license and contract allocation, and actual practices and grounds for renewing, suspending or revoking contracts and licenses could be explained through EITI reporting."
ac_ei_allocations,Anti-Corruption,Extractives,NA,EITI Validation Data,,Extractive Industries Transparency Initiative (EITI),2025,2,Contract and license allocations,"Public overview of awards and procedures for transfers of oil, gas and mining licenses",Europe,Germany,ac_ei_01,DEU,2,Yes,Fully met,"The International Secretariat’s assessment is that Requirement 2.2 is fully met, as in the previous Validation. While the Secretariat has identified a gap in the description of license processes and difficulties with assessing the information from regions given different reporting structures, stakeholders consulted for this Validation did not view this issue as a concern.. While D-EITI publishes a centralised overview of changes in licenses, there is a lack of information on transfers of licenses, both on the process and the number of licenses. In its comments to the draft report, the MSG argued for an upgrade to ‘fully met’ given that they consider the absence of description of transfers not to be sufficiently material in fulfilling the underlying objective, and that the decentralised administration of licenses does not allow for a harmonised data set of licence allocations and transfers. The Secretariat is of the view that given that stakeholders did not raise any concerns on the allocation of licenses and that any allocations that deviate from the statutory process for allocations and transfers can be challenged in the administrative court, the underlying objective is fulfilled. Notwithstanding, D-EITI may take strategic considerations into account for disclosures on transfers and on processing inactive licenses.
D-EITI reporting explains that the allocation of mining and petroleum licenses is governed by the Mining Code. Licenses are awarded by regional mining authorities. The EITI Report describes the different types of licenses applicable in the extractive sector and the different processes for granting these. Key steps include the award of the mining right, the agreement of a site-specific workplan and the granting of various environmental permits. D-EITI reporting signposts where in BbergG the criteria for rejecting license applications can be found. The EITI Report does not describe the processes or criteria for transferring or selling a license. BbergG defines criteria for rejecting license transfers but EITI reporting does not identify where to find this information.  In its comments to the draft report, the MSG noted that the regions Hesse and Saxony systematically disclose the description of transferring licenses and that Saxony-Anhalt publishes the full documentation on changes in license holders on the website.  The government considers that this gap is not sufficiently material for ‘mostly met’ and argues for an upgrade of ‘fully met’.
The D-EITI portal provides a spreadsheet that captures information on licenses awarded and transferred between 2018 and 2022 disaggregated by region. Germany could improve the disclosure of information on transfers. The level of detail of disclosure varies by region. In North Rhine-Westphalia, for example, the spreadsheet only lists the current license holder but not the previous owner. This represents an impediment to full public understanding of the parties involved in a transfer. A further challenge arises from the fact that different regions use different terms to describe transfers making it difficult to systematically search the D-EITI spreadsheet. D-EITI reporting does not provide a consolidated overview of all transfers within the reporting period. In its comments to the draft report, the MSG noted that the previous license holders are available through direct inquiry with regional mining authorities. It further noted that the level of detail of public information (as detailed in the spreadsheet) is determined by the regional mining authority’s administration system in line with the degree of relevance of this data for the governance of the sector. The comments further noted that there are a large number of effective and expired mining authorisations or frequent changes of holders of rights, which is why only current license holders are disclosed. The Secretariat is of the view that mining authorities should consider disclosing the number of transfers per year to allow the public to understand what the volume of transfers relative to all active licenses is. In cases where there are numerous inactive licenses (see Requirement 2.3) mining authorities may wish to explain the process and progress of revoking inactive licenses, where for example the company holding the license no longer exists. 
Mining authorities report non-trivial deviations from applicable rules and are also subject to independent audits. D-EITI reporting does not include detail on how checks for non-trivial deviations are conducted, or the MSG’s commentary on the efficiency of licensing procedures, which is encouraged. The International Secretariat’s understanding is that the national secretariat requests mining authorities to disclose material deviations as part of the annual data enquiry and that the MSG has the opportunity to review this information. Civil society and company constituency members did not have any concerns about the approach taken. Within the reporting period, no deviations were reported. In its comments to the draft assessment, the MSG underlined that there were no deviations in the period under review and that the MSG had no mandate to carry out any assessment on the efficiency of the licensing procedure. 
Stakeholders consulted for this Validation did not view the issue described above with concern. While some civil society stakeholders expressed concern over the ability meaningfully influence licensing decisions through public consultations, stakeholders were of the view that there was sufficient transparency over licensing processes and outcomes. "
